code,name,status,codeforiati:organisation-type-code,codeforiati:hq-country-or-region,codeforiati:organisation-type,codeforiati:registry-identifier
MM-MHA-1/Local/0047,Karuna Mission Social Solidarity (KMSS),active,22,Myanmar,National NGO,kmss
CA-CRA_ACR-817387277,Fondation Mastercard,active,60,Canada,Foundation,mastercard-foundation
BD-NAB-002,BRAC,active,21,Bangladesh,International NGO,brac_admin2
GB-CHC-223106,Royal College of General Practitioners (RCGP),active,22,United Kingdom,National NGO,rcgp-international
US-EIN-042312909,Brigham and Women's Hospital,active,80,United States,"Academic, Training and Research",bwh
US-EIN-237413005,FHI360,active,21,United States,International NGO,fhi360
XM-DAC-47056,Centre mondial de l’agroforesterie,active,80,Kenya,"Academic, Training and Research",icraf_
GB-COH-10633588,Abt Britain Limited,active,70,United Kingdom,Private Sector,abtbritain
GB-CHC-213280,Royal College of Obstetricians & Gynaecologists,active,80,United Kingdom,"Academic, Training and Research",rcog_resilience_in_obstetric_skills
GB-COH-02188452,,active,80,United Kingdom,"Academic, Training and Research",iied
KE-KRA-P051311853T,Northern Rangelands Trust,active,22,Kenya,National NGO,nrt-kenya
GB-CHC-1047608,Alliance of Religions and Conservation,active,21,United Kingdom,International NGO,alliance_of_religions_and_conservation
BD-NAB-051,YMCA du Bangladesh,active,22,Bangladesh,National NGO,ywcabd
PS-MOI-QR-209-HR,,active,22,"Palestine, State of",National NGO,wclac
XI-IATI-MIF,Fonds d’investissement multilatéral,active,40,United States,Multilateral,fomin
IE-CHY-20009090,Concern Worldwide,active,21,Ireland,International NGO,concern_worldwide
XM-OCHA-FTS18563,"Fonds social de développement, Yémen",active,15,Yemen,Other Public Sector,sfd-yemen
US-EIN-63-0676451,Centre international pour le développement des engrais,active,21,United States,International NGO,ifdc-us
LB-MOI-14739,,active,23,Lebanon,Regional NGO,marsa_welead
US-EIN-134166228,Acumen,active,21,United States,International NGO,acumen
GB-CHC-1046579,Consortium for Street Children,active,21,United Kingdom,International NGO,csc
IN-MHA-147110006,CINI,active,22,India,National NGO,cini_jhk
SE-ON-802007-2446,Afrikagrupperna Suède,active,21,Sweden,International NGO,afrikagrupperna
XI-IATI-OCHASDC,Bureau des Nations Unies pour la coordination des affaires humanitaires (contributions désignées particulières),active,40,United States,Multilateral,unocha-sdc
GH-DSW-4834,NORSAAC,active,22,Ghana,National NGO,norsaac
GB-COH-04930461,Concordis International,active,21,United Kingdom,International NGO,concordis
CR-RPJ-3-006-125548,Fondation Acceso,active,23,Costa Rica,Regional NGO,fundacion-acceso
US-GOV-TBD,,active,10,United States,Government,ftc
US-EIN-91-1157127,Programme de technologie appropriée en santé (PATH),active,21,United States,International NGO,_path_
DE-CR-VR32914,Association Water Integrity Network (Réseau d’intégrité de l’eau),active,21,Germany,International NGO,win
IL-RA-580166452,Musalaha – Ministère de Réconciliation,active,80,Israel,"Academic, Training and Research",mmr_admin2
AF-MOE-22,CARE International Afghanistan,active,21,Afghanistan,International NGO,ciafg
GB-COH-02622374,Energy Saving Trust,active,15,United Kingdom,Other Public Sector,energy_saving_trust
PK-SEC-0080655,DKT Pakistan,active,70,Pakistan,Private Sector,dkt
XI-GRID-grid.442465.5,Université de Mzumbe,active,80,"Tanzania, United Republic of","Academic, Training and Research",m_u
US-EIN-32-0060251,AIDSPAN,active,21,United States,International NGO,aidspan
KE-KRA-P051119468K,Kisumu Medical and Education Trust,active,22,Kenya,National NGO,kmet
XM-DAC-45001,Centre du commerce international (ITC),active,21,Switzerland,International NGO,itc
AU-ACNC-18055208636,Oxfam Australie,active,21,Australia,International NGO,oau
FR-RCS-389515180,Solidarités International,active,21,France,International NGO,solidarites-international
US-EIN-23-1352010,American Friends Service Committee,active,80,United States,"Academic, Training and Research",afsc
XI-GRID-grid.52681.38,BRAC University,active,80,Bangladesh,"Academic, Training and Research",bu
US-GOV-22,,active,10,United States,Government,dfc
KE-RCO-84486,Transparency International Kenya,active,22,Kenya,National NGO,ti_kenya
GB-CHC-1151219,DeafKidz International,active,21,United Kingdom,International NGO,dki1151219
LB-MOI-853,Association libanaise des victimes du terrorisme (AVT-L),active,22,Lebanon,National NGO,avt-l
IQ-NGO-1Z2634,"Rehabilitation, Education and Community Health (Réhabilitation, éducation et santé communautaire, REACH)",active,22,Iraq,National NGO,reach-iraq
XM-DAC-41121,Haut-Commissariat des Nations Unies pour les réfugiés (HCR),active,40,Switzerland,Multilateral,unhcr
US-EIN-58-1593137,,active,21,United States,International NGO,dkti
XM-DAC-701-2,Japon – Ministère des Affaires étrangères,active,10,Japan,Government,mofa-jpn
XI-IATI-AGR,AgResults Initiative,active,40,(No country assigned),Multilateral,agresults
BJ-IFU-4201710116446,"Institut National de l’Eau, Bénin",active,80,Benin,"Academic, Training and Research",ine_benin
BJ-IFU-4201710182326,Agence Nationale d’Approvisionnement en Eau Potable en Milieu Rural du Bénin,active,10,Benin,Government,anaepmr_benin
GB-COH-02517018,,active,22,United Kingdom,National NGO,uuk
NL-KVK-70292388,Index Initiative Foundation,active,60,Netherlands,Foundation,iif
US-EIN-13-5562308,Université de New York,active,80,United States,"Academic, Training and Research",nyu
BJ-IFU-4201710012551,"Commune de Dangbo, Bénin",active,15,Benin,Other Public Sector,dangbo
BJ-IFU-6201810251129,"Commune d’Adjarra, Bénin",active,15,Benin,Other Public Sector,adjarra
BJ-IFU-6201000068802,"Commune de Parakou, Bénin",active,15,Benin,Other Public Sector,parakou
BJ-IFU-5200081145006,"Commune de Toffo, Bénin",active,15,Benin,Other Public Sector,toffo
BJ-IFU-6200901945503,"Commune de Toviklin, Bénin",active,15,Benin,Other Public Sector,toviklin
BJ-IFU-6201101182902,"Commune de Kpomassè, Bénin",active,15,Benin,Other Public Sector,kpomasse
BJ-IFU-6200801257400,"Commune de Zè, Bénin",active,15,Benin,Other Public Sector,ze
BJ-IFU-6201501755307,"Commune d’Allada, Bénin",active,15,Benin,Other Public Sector,allada
BJ-IFU-6201001076902,"Commune de Aplahoué, Bénin",active,15,Benin,Other Public Sector,aplahoue
BJ-IFU-6200901944805,"Commune de Lalo, Bénin",active,15,Benin,Other Public Sector,lalo
GH-RGD-CG109732014,,active,23,Ghana,Regional NGO,twnafrica
BJ-IFU-6200901851300,"Commune de Kétou, Bénin",active,15,Benin,Other Public Sector,ketou
BJ-IFU-5200801335602,"Commune d’Adjohoun, Bénin",active,15,Benin,Other Public Sector,adjohoun
BJ-IFU-6200901944008,"Commune d’Adja-Ouèrè, Bénin",active,15,Benin,Other Public Sector,adja-ouere
BJ-IFU-6201200579608,"Commune de Pobè, Bénin",active,15,Benin,Other Public Sector,pobe
BJ-IFU-6200901944209,"Commune de Bopa, Bénin",active,15,Benin,Other Public Sector,bopa
BJ-IFU-6201001843703,"Commune d’Akpro-Missérété, Bénin",active,15,Benin,Other Public Sector,akpro-misserete
BJ-IFU-6201000370801,"Commune de Comè, Bénin",active,15,Benin,Other Public Sector,come
BJ-IFU-6201300688700,"Commune d’Avrankou, Bénin",active,15,Benin,Other Public Sector,avrankou
BJ-IFU-6201100143407,"Commune d’Ifangni, Bénin",active,15,Benin,Other Public Sector,ifangni
SE-ON-802004-1524,We Effect,active,21,Sweden,International NGO,weeffect
BJ-IFU-6201100034408,"Commune de Klouékanmè, Bénin",active,15,Benin,Other Public Sector,klouekanme
KE-KRA-P051502549C,"National Coalition of Human Rights Defenders, Kenya (Coalition nationale kényane des défenseurs des droits humains)",active,22,Kenya,National NGO,nchrdk
ZA-NPO-006-981,Institut d’études de sécurité,active,21,South Africa,International NGO,issafrica
NP-SWC-10136,Nepal Disabled Human Rights Center,active,22,Nepal,National NGO,dhrc_nepal
IN-MCA-AAE-8458,Deloitte Touche Tohmatsu India LLP,active,70,India,Private Sector,dttillp
UG-NGO-1406,DefendDefenders,active,80,Uganda,"Academic, Training and Research",defenddefenders
KE-NCB-2180511703310709,Send a Cow Kenya,active,22,Kenya,National NGO,sac_kenya
NL-KVK-70048436,Global Rights Compliance,active,60,Netherlands,Foundation,grc2018
US-EIN-11-3580024,International Center for Transitional Justice,active,21,United States,International NGO,ictj
DK-CVR-19348407,CISU,active,22,Denmark,National NGO,cisu
UG-NGB-0498,Fondation Mukisa,active,22,Uganda,National NGO,mukisa_foundation
NL-KVK-27367015,Organisation néerlandaise pour la recherche scientifique (NWO),active,10,Netherlands,Government,nwo
US-EIN-13-3377893,Rainforest Alliance,active,21,United States,International NGO,rainforest-alliance
GB-CHC-1127366,British Asian Trust,active,21,United Kingdom,International NGO,b_a_t
RW-RGB-002-RGB-NGO-2017,"Education Development Trust, Rwanda",withdrawn,21,Rwanda,International NGO,edt_rwanda
GB-CHC-1058162,Christian Blind Mission (UK) Ltd.,active,21,United Kingdom,International NGO,cbm
US-EIN-53-0242652,,active,21,United States,International NGO,the_nature_conservancy
GB-COH-RC000664,Université de Nottingham,active,80,United Kingdom,"Academic, Training and Research",uni_of_nottingham
LK-DRC-GA139,Women's Fund Asia,active,23,Sri Lanka,Regional NGO,wf-asia
HK-CR-2091642,Seefar,active,70,Hong Kong,Private Sector,seefar
SO-MPND-L43135002018MJ,,active,22,Somalia,National NGO,nagaad
GB-CHC-1118528,Child.org,active,21,(No country assigned),International NGO,child-dot_org
XI-IATI-DGF,Democratic Governance Facility,active,15,Uganda,Other Public Sector,dgf
NP-SWC-8220,Aapasi Sahayog Kendra Syangja Nepal (ASK Nepal),active,22,Nepal,National NGO,ask
NE-DGI-5355,Timidria,active,22,Niger,National NGO,timidria
DK-CVR-12006004,Center for Church-Based Development,active,21,Denmark,International NGO,cku
XI-GRID-grid.9829.a,Université des sciences et technologies Kwame Nkrumah,active,80,Ghana,"Academic, Training and Research",knust
DK-CVR-63407216,Save the Children Danemark,active,21,Denmark,International NGO,redbarnet
GB-CHC-1089110,Global Canopy,active,21,United Kingdom,International NGO,globalcanopy
NL-KVK-60633468,Water Finance Facility,active,70,Netherlands,Private Sector,wff
GB-COH-10333897,Pegasys Limited,active,70,United Kingdom,Private Sector,pegasys-eu
XM-DAC-21016,Comité international de la Croix-Rouge (CICR),active,40,Switzerland,Multilateral,icrc
DK-CVR-40781218,Fonds mondial pour la nature (WWF) Danemark,active,60,Denmark,Foundation,wwfdk
DE-CR-RA000220-VR3810,Welthungerhilfe,active,21,Germany,International NGO,whh
MZ-NUIT-500004037,Direcção Provincial de Saúde de Nampula,active,10,Mozambique,Government,dps-nampula
KE-KRA-P051097200R,Centre international de physiologie et d’écologie des insectes (icipe),active,80,Kenya,"Academic, Training and Research",icipe
DK-CVR-12921047,CARE Danmark Fonden for Frivillig Ulandsbistand,active,22,Denmark,National NGO,12921047
NL-KVK-27368929,Université de Leyde,active,80,Netherlands,"Academic, Training and Research",universiteit_leiden
NL-KVK-72849770,Stichting Beheer Subsidiegelden DRA,active,21,Netherlands,International NGO,stichting-subsidiegelden-dra
KE-RCO-C110031,Farm Concern International,active,23,Kenya,Regional NGO,fci
ET-CSA-0976,Dawuro Development Association,active,80,Ethiopia,"Academic, Training and Research",dawuro_da
DK-CVR-20453672,Agence Danoise pour le Développement des syndicats (Ulandssekretariatet),active,21,Denmark,International NGO,loftf
DK-CVR-18243717,ActionAid Danemark (Mellemfolkeligt Samvirke),active,21,Denmark,International NGO,aadk
US-EIN-84-1648607,Educate!,active,21,United States,International NGO,educate
CH-FDJP-CHE232974628,Responsible Mining Foundation,active,60,Switzerland,Foundation,rmf
ID-KHH-0000871,,active,22,Indonesia,National NGO,ja_ppmn
DK-CVR-14723692,Mission Øst,active,21,Denmark,International NGO,missioneast
GB-COH-RC000297,King's College London,active,80,United Kingdom,"Academic, Training and Research",kingscollegelondon
DK-CVR-16077593,Confédération des industries danoises,active,70,Denmark,Private Sector,di
NL-KVK-50130536,Université de Twente,active,80,Netherlands,"Academic, Training and Research",utwente
DK-CVR-31378028,,active,22,Denmark,National NGO,3fi
DK-CVR-13078513,Conseil danois de la jeunesse (DUF),active,22,Denmark,National NGO,duf
GB-COH-07291220,50 Eight Limited,active,70,United Kingdom,Private Sector,fifty_eight
DK-CVR-58185728,Danish Family Planning Association,active,22,Denmark,National NGO,dfpa
RW-RGB-61-RGB-NGO-2017,ActionAid Rwanda,active,22,Rwanda,National NGO,aar
DK-CVR-35429867,Global Focus,active,22,Denmark,National NGO,globaltfokus
CH-FDJP-CHE109506789,"Centre international de déminage humanitaire, Genève",active,60,Switzerland,Foundation,gichd
DK-CVR-14766383,Disabled People's Organisations Denmark (organisations de personnes handicapées au Danemark),active,22,Denmark,National NGO,dpod
GB-UKPRN-10007774,Université d’Oxford,active,80,United Kingdom,"Academic, Training and Research",oxford
GB-CHC-1077216,Compassion Royaume-Uni,active,21,United Kingdom,International NGO,comp_uk
GB-CHC-1016676,INTRAC,active,21,United Kingdom,International NGO,intrac
US-EIN-26-3933134,Special Hope Network,active,21,United States,International NGO,shn
GB-COH-08212556,PositiveNegatives,active,15,United Kingdom,Other Public Sector,posneg
NL-KVK-64763064,Data4Development,active,70,Netherlands,Private Sector,d4d
GB-CHC-1161729,Hope for Children,active,21,United Kingdom,International NGO,hfc
SE-ON-802005-9823,Fonds mondial pour la nature (WWF) Suède,active,21,Sweden,International NGO,wwf-se
US-EIN-91-1148123,Mercy Corps Global,active,21,United States,International NGO,mcg
GB-CHC-1108718,African Revival,active,21,United Kingdom,International NGO,africanrevival
NL-KVK-30276595,Koninklijk Nederlands Meteorologisch Instituut (Institut royal météorologique des Pays-Bas),active,10,Netherlands,Government,knmi
PK-SEC-0105957,Sehat Kahani (Community Innovation Hub),active,70,Pakistan,Private Sector,sehatkahanicih
NL-KVK-70333564,Mercy Corps Pays-Bas,active,21,Netherlands,International NGO,mcn
PE-SUNARP-12623829,Forum international des femmes autochtones,active,60,Peru,Foundation,fimi_iiwf_2019
XI-IATI-ACATBA,Association centrafricaine de traduction de la Bible et alphabétisation,active,22,Central African Republic,National NGO,acatba
XI-GRID-grid.13001.33,Université du Zimbabwe,active,80,Zimbabwe,"Academic, Training and Research",1-uz
CH-FDJP-CHE109994012,Interpeace,active,21,Switzerland,International NGO,interpeace
DK-CVR-20700211,Croix-Rouge danoise,active,22,Denmark,National NGO,danishrc
MW-NBM-NGO/L/18/024,Palliative Care Association of Malawi (association des soins palliatifs au Malawi),active,22,Malawi,National NGO,pacam
MW-MRA-20123139,Nkhoma Mission Hospital,active,22,Malawi,National NGO,nmhiati
MW-MRA-20120896,David Gordon Memorial Hospital,active,80,Malawi,"Academic, Training and Research",dgmh
DE-CR-RA000243-HRB5459,,active,70,Germany,Private Sector,particip
ML-NIF-082208943A,Groupe Pivot Santé Population,active,80,Mali,"Academic, Training and Research",gpsp-org
MZ-NUIT-700179850,Plataforma Moçambicana da Água (PLAMA),active,22,Mozambique,National NGO,plama
NL-KVK-27310568,,active,60,Netherlands,Foundation,arq_intl
UG-RSB-80010003259159/105066,SolarNow Services (U) Ltd,active,70,Uganda,Private Sector,solarnowsofa
GB-CHC-1145721,Zambia Orphans Aid UK,active,21,United Kingdom,International NGO,zoa_uk
dk-cvr-26487013,International Media Support,active,21,Denmark,International NGO,ims
US-EIN-22-2852248,Village Enterprise,active,21,United States,International NGO,villageenterprise
IT-RI-97241280151,We World – GVC Onlus,active,21,Italy,International NGO,ww-gvc
GB-CHC-1143797,Syria Relief,active,22,United Kingdom,National NGO,sr
TR-MOI-27-019-074,Emissa,active,22,Turkey,National NGO,emissa
US-EIN-52-1818273,International Center for Not-for-Profit Law,active,21,United States,International NGO,icnl_org
FI-PRO-1993025-9,Institut européen des forêts,active,80,Finland,"Academic, Training and Research",efi
US-EIN-13-3622707,WSP USA Solutions Inc.,active,70,United States,Private Sector,lbg
CA-CRA_ACR-805837713,OpenNorth,active,21,Canada,International NGO,opennorth
DK-CVR-20356731,Plan International Danemark (PlanBørnefonden),active,21,Denmark,International NGO,plb
NL-KVK-32092131,Fondation Edukans,active,21,Netherlands,International NGO,edukans_foundation
GB-CHC-1027201,Institute for War & Peace Reporting (Institut de reportage sur la guerre et la paix),active,21,United Kingdom,International NGO,iwpr
GB-CHC-1150993,Near East Foundation UK (NEF UK),active,21,United Kingdom,International NGO,nef-uk
FR-INSEE-32101874900127,Médecins du Monde France,active,21,France,International NGO,mdm-fr
NG-CAC-54522,Centre for Legal Research and Development,active,22,Nigeria,National NGO,clerd-prpi
GB-CHC-1140288,Fondation Fred Hollows (Royaume-Uni),active,21,United Kingdom,International NGO,fhfuk
NL-KVK-34176587,Radio La Benevolencija,active,21,Netherlands,International NGO,rlb
NL-KVK-41081480,Fondation Liliane,active,22,Netherlands,National NGO,slf
XI-IATI-LPI,Living Peace Institute,active,22,Congo (Democratic Republic of the),National NGO,lpi
US-EIN-30-0739799,Heartland Alliance International,active,21,United States,International NGO,ha-i
JE-FSC-NPO_1108,Irrawaddy Policy Exchange,active,80,United Kingdom,"Academic, Training and Research",ipe
KE-NCB-OP/218/051/924/84,ActionAid International Kenya,active,21,Kenya,International NGO,aaik
US-EIN-45-5015494,Instiglio,active,21,United States,International NGO,instiglio
NG-CAC-73022,Niger Delta Stakeholders Initiative for Community Development and Empowerment,active,22,Nigeria,National NGO,ndsicde
XM-DAC-5-7,Allemagne – Ministère fédéral des Affaires étrangères,active,10,Germany,Government,fo_germany
US-EIN-27-4933181,IDinsight,active,21,United States,International NGO,idinsight
XM-DAC-61-2,Slovénie – Ministère des Affaires étrangères,active,10,Slovenia,Government,si-mfa
US-EIN-47-3594688,Fonds mondial pour mettre fin à l’esclavage moderne,active,22,United States,National NGO,gfems
US-EIN-45-2796201,"Namati, Inc",active,21,United States,International NGO,namati_inc
GB-COH-893249298,,active,80,(No country assigned),"Academic, Training and Research",wrgb
XI-IATI-NSO,Netherlands Space Office,active,80,Netherlands,"Academic, Training and Research",nso
US-EIN-22-3900800,VisionFund International,active,21,United States,International NGO,vfi
CA-CRA_ACR-118846575,Centre d’étude et de coopération internationale,active,21,Canada,International NGO,ceci
GB-COH-07026479,AgDevCo,active,70,United Kingdom,Private Sector,agdevco
XM-DAC-47008,Centre mondial des légumes,active,21,Taiwan (Province of China),International NGO,worldveg
GB-CHC-1178168,CDAC Network (Réseau pour la communication avec les communautés touchées par des catastrophes),active,21,United Kingdom,International NGO,cdacnetwork
GH-DSW-1103,Regional Advisory Information and Network Systems,active,22,Ghana,National NGO,rains
KE-KRA-P051713416W,AFELT,active,80,Kenya,"Academic, Training and Research",afelt
DE-CR-RA000217-HRB121747B,Democracy Reporting International gGmbH,active,21,Germany,International NGO,dri
BJ-IFU-5201000673108,CARE Bénin/Togo,active,21,United States,International NGO,carebenintogo
GB-COH-02693163,Fondation Westminster pour la démocratie,active,15,United Kingdom,Other Public Sector,wfd
UG-RSB-80010000253134/25060,Université des martyrs de l’Ouganda,active,80,Uganda,"Academic, Training and Research",umu
XI-GRID-grid.442626.0,Université de Gulu,active,80,Uganda,"Academic, Training and Research",guluuni
XI-GRID-grid.442459.a,Université de Dodoma en Tanzanie,active,80,"Tanzania, United Republic of","Academic, Training and Research",udom
KE-KRA-P051542095J,LIWA programme trust,active,80,Kenya,"Academic, Training and Research",liwa-admin
GH-DSW-2000,Northern Network for Education Development,active,22,Ghana,National NGO,nned
US-EIN-45-4613016,Accountability Lab,active,22,United States,National NGO,alab
XI-GRID-grid.419346.d,Institut international de recherche sur les politiques alimentaires,active,21,United States,International NGO,ifpri
GH-RGD-99389,Opportunity International Savings and Loans Ltd,active,70,Ghana,Private Sector,oisl_gh
NG-CAC-1260478,Silsab Foundation,active,22,Nigeria,National NGO,silsab1-_
XI-BRIDGE-6385676864,Secrétariat du Fonds pour l’environnement mondial,active,40,United States,Multilateral,gef
KE-NCB-21805120080955572,Ashoka East Africa (Bureau régional d’Ashoka Afrique pour l’Afrique de l’Est),active,21,Kenya,International NGO,ashoka
GB-CHC-206658,World Horse Welfare,active,21,United Kingdom,International NGO,whw2019
US-EIN-522112460,IMA World Health,active,21,United States,International NGO,us-imawh
FR-RCS-78049888700022,Centre International de Développement et de Recherche,active,21,France,International NGO,cidr
GB-COH-RC000749,Société zoologique de Londres,active,21,United Kingdom,International NGO,zsl
XM-DAC-47080,OCDE,active,40,France,Multilateral,oecd
ZA-NPO-048-364,SouthSouthNorth,active,21,South Africa,International NGO,ssn
CH-FDJP-258577051,Humanitarian Quality Assurance Initiative (Initiative d’assurance qualité humanitaire),active,21,Switzerland,International NGO,hqai
GB-GOV-2,Trésor de sa Majesté,active,10,United Kingdom,Government,hmtfitb
NO-BRC-917687811,Coalition pour les innovations en matière de préparation aux épidémies,active,21,Norway,International NGO,cepi
GB-GOV-15,Royaume-Uni – Ministère du Commerce international,active,10,United Kingdom,Government,dit
GB-NIC-101412,Children in Crossfire,active,21,United Kingdom,International NGO,cicni
XM-OCHA-HPC3664,Jordan River Foundation,active,22,Jordan,National NGO,jrf
XM-OCHA-HPC6770,Centre du Roi Salman pour l’aide humanitaire et de secours,active,10,Saudi Arabia,Government,ksrelief291
MZ-MOJ-100717344,IMD Moçambique (Institut pour la démocratie multipartite au Mozambique),active,22,Mozambique,National NGO,imdmozambique
GB-CHC-1081769,Transform Africa,active,21,United Kingdom,International NGO,transafrica19
CH-FDJP-CHE107828868,,active,21,Switzerland,International NGO,swisscontact
CH-FDJP-CHE109947366,Fondation Hirondelle,active,21,Switzerland,International NGO,fh_ch
GB-CHC-1147298,One Young World,active,22,United Kingdom,National NGO,oyw
GB-EDU-133903,London School of Hygiene and Tropical Medicine (École d’hygiène et de médecine tropicale de Londres),active,80,United Kingdom,"Academic, Training and Research",lshtm
GB-GOV-12,"Royaume-Uni – Ministère du Numérique, de la Culture, des Médias et des Sports",active,10,United Kingdom,Government,dcms
GB-CHC-1117377,Village Water Ltd,active,21,United Kingdom,International NGO,villagewater
FR-RCS-31899089200065,Action contre la Faim,active,21,France,International NGO,acf-fr
US-EIN-27-3440108,,active,70,United States,Private Sector,vera-solutions
CA-CRA_ACR-107848319,Action Canada pour la santé et les droits sexuels,active,21,Canada,International NGO,acfshr
NP-IRD-302274734,CARE Népal,active,21,Nepal,International NGO,cnepal
US-EIN-13-1804349,World Education Inc.,active,80,United States,"Academic, Training and Research",wei
PK-VSWA-32-2004,Tameer-e-Khalaq Foundation (Foundation Tameer-e-Khalaq),active,22,Pakistan,National NGO,tkf1234
NP-IRD-302113730,"Adventist Development and Relief Agency, Nepal (Agence adventiste de développement et de secours au Népal)",active,21,Nepal,International NGO,adra_nepal
IT-CF-95008730160,Cesvi,active,21,Italy,International NGO,cesvi
GB-CHC-282305,Minority Rights Group (Groupe de défense des droits des minorités),active,21,United Kingdom,International NGO,mrg
XM-DAC-7-PPR-4000002894,,active,10,Mozambique,Government,iwrm
PE-SUNARP-11744379,Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos (Centre pour la promotion et la défense des droits sexuels et reproductifs),active,23,Peru,Regional NGO,promsex
XM-OCHA-HPC8568,CARE international au Soudan,active,21,Sudan,International NGO,cis
UG-RSB-80020001996190,,active,70,Uganda,Private Sector,lpa
RW-RGB-77-RGB-NGO-2013,Health Development Initiative (Initiative pour la promotion de la santé),active,22,Rwanda,National NGO,hdi
KE-RCO-105217,Kenya Private Sector Alliance (Alliance du secteur privé kényan),active,70,Kenya,Private Sector,kepsa
KE-KRA-P051098561L,KITUO CHA SHERIA,active,22,Kenya,National NGO,kituo
FR-RCS-83764263600018,Centre syrien pour les médias et la liberté d’expression,active,22,France,National NGO,scm
SS-RRC-004,Nonviolent Peaceforce,active,21,South Sudan,International NGO,npss
NL-KVK-31047672,Twynstra Gudde,active,70,Netherlands,Private Sector,twynstragudde
ID-KHH-AHU17AH0107,"Institute for Policy Research and Advocacy (Institut de recherche et de plaidoyer politique, ELSAM)",active,22,Indonesia,National NGO,elsam
GB-COH-00070527,,active,80,United Kingdom,"Academic, Training and Research",lse
GB-GOV-52,"Fonds pour les conflits, la stabilité et la sécurité",active,10,United Kingdom,Government,cssf
GB-GOV-50,Cross-Government Prosperity Fund,active,10,United Kingdom,Government,prosperityfund
GB-CHC-1174874,Royal Commonwealth Ex-Services League,active,21,United Kingdom,International NGO,rcel
CH-FDJP-CHE110141200,Drugs for Neglected Diseases initiative (Initiative Médicaments pour les maladies négligées),active,80,Switzerland,"Academic, Training and Research",dndi_transparency
RW-RRA-103197639,Collaboration Transfrontalière du Grand Virunga,active,10,Rwanda,Government,gvtc
NP-SWC-37725,South Asian Women Development Forum,active,80,(No country assigned),"Academic, Training and Research",sawdf-admin
NP-SWC-46024,Accelerator Nepal,active,22,Nepal,National NGO,acceleratornepal
CA-CRA_ACR-869974816,Nutrition International,active,21,Canada,International NGO,nutritionintl
CH-FDJP-CHE-105181636,Centre pour le dialogue humanitaire (HD),active,60,Switzerland,Foundation,hdcentre
US-EIN-13-3870223,Initiative internationale du vaccin contre le sida (IAVI),active,21,United States,International NGO,iavi
KE-RCO-CPR/2011/63463,Partnership for African Social & Governance Research (PASGR),active,80,Kenya,"Academic, Training and Research",pasgr
NL-KVK-09181221,Resilience,active,80,Netherlands,"Academic, Training and Research",resilience
NL-KVK-41145371,École de gestion de Maastricht,active,60,Netherlands,Foundation,msm-ipd
BF-MATD-RNRD00045-4000004688,,active,22,Burkina Faso,National NGO,cdc_ohg
GB-COH-06274284,Carbon Trust Advisory Ltd,active,70,United Kingdom,Private Sector,carbontrustadvisory
IN-MHA-231660927,,active,22,India,National NGO,phfi
GB-COH-07171834,,active,70,United Kingdom,Private Sector,taginternational
GB-UKPRN-10007801,,active,80,United Kingdom,"Academic, Training and Research",uop
NA-NAMRA-04822224,,active,21,Namibia,International NGO,pv
ZA-CIP-2005-028883-23,Okapi Consulting,active,21,South Africa,International NGO,okapiconsulting
NL-KVK-34234456,Health Insurance Fund,active,21,Netherlands,International NGO,hif
GB-COH-OC350651,Montrose International LLP,active,80,(No country assigned),"Academic, Training and Research",montrose_llp
GB-CHC-1013587,Chance for Childhood,active,21,United Kingdom,International NGO,chanceforchildhood
GB-COH-7207947,Principes pour l’investissement responsable,active,80,United Kingdom,"Academic, Training and Research",pri_icf
NO-BRC-980997278,Health Development Initiative,active,21,Norway,International NGO,idi
JO-MSD-2011101100001,Jordan Open Source Association,active,22,Jordan,National NGO,josa
US-EIN-53-0196584,,active,80,United States,"Academic, Training and Research",gwu_gwi
NL-KVK-30238214,Impunity Watch,active,21,Netherlands,International NGO,iw_admin
NG-CAC-83813,Neem Foundation,active,22,Nigeria,National NGO,neem
US-EIN-23-2220051,iDE,active,21,United States,International NGO,ide
FR-RCS-40885667200030,Triangle Génération Humanitaire,active,21,France,International NGO,tgh
AU-ABN-42097054165,Land Equity International,active,70,Australia,Private Sector,lei
GB-COH-RC000655,,active,80,United Kingdom,"Academic, Training and Research",keele-university
US-EIN-20-8530747,Results for Development,active,21,United States,International NGO,r4d
XM-DAC-50-21,,active,10,Spain,Government,aecid
ES-DIR3-EA0035768,Agence espagnole pour la coopération internationale au développement (AECID),withdrawn,10,Spain,Government,aecid
GH-DSW-3064,ActionAid Ghana,active,22,Ghana,National NGO,aag
NG-CAC-19258,Centre for Environment Human Rights and Development,active,21,Nigeria,International NGO,cehrd1
NL-KVK-53744993,World Benchmarking Alliance Foundation,active,60,Netherlands,Foundation,wba
XI-IATI-3435,,active,22,Sudan,National NGO,sosss_admin
CO-CCB-S0052181,transforma,active,22,Colombia,National NGO,transforma
YE-MSAL-80/295,Yamaan Foundation for Health and Social Development,active,22,Yemen,National NGO,yffhsd
GB-COH-02863827,ClientEarth,active,21,United Kingdom,International NGO,clientearth-1
CH-FDJP-CHE106823242,Fondation Terre des hommes – Aide à l’enfance dans le monde,active,21,Switzerland,International NGO,tdh_foundation
GB-SC-015096,Université de Dundee,active,80,United Kingdom,"Academic, Training and Research",uodcepmlp
